Tweet,Suicide
i m guna have a lazy day today wo god timez,not suicide post
i want to kil myself but i am afraid to die i have ben dealing with this pain for about years i have sen many therapists and have tried medication nothing has worked i told my parents tonight that i wanted to comit suicide and it has caused nothing but chaos in my house i have ben loking online for ways to die and have figured that drinking and taking medication is the way to go for me i have already ben drinking but have ben hesitant to take medication because i am scared to die i do not believe in god i do not know what comes after death i am scared of pain and afraid that it wil hurt and i wil not suced,potential suicide post 
i stay up al night tryna make myself fel alright i m to uncomfortable to fal aslep ugh fuck this bitch of a ro htps t co gkzr jnfw,potential suicide post 
my life is meaningles i just want to end my life so badly my life is completely empty and i dont want to have to create meaning in it creating meaning is pain how long wil i hold back the urge to run my car head first into the next person coming the oposite way when wil i stop feling jealous of tragic characters like gomer pile for the swift end they were able to bring to their lives,potential suicide post 
rt hi tita now i know why she is the most humble and most genuine even though it ,not suicide post
why is it that i can absolutely nail my job that i despise with al my heart but manage to royaly fuck up every si htps t co sux u bo q,potential suicide post 
sat at home doing nothing loking foward to bakewel next wek though,not suicide post
i have liked ryder for quite awhile amp it was god to se him perform on a televised fight i am loving it,not suicide post
haha am lol omg im frezing to haha,not suicide post
i saw your photos hot ,not suicide post
col now i have my own leaping theme music i am going to forgo thinking about the fact that it is the pepe le pew music and just leap,not suicide post
about time that mc flipside mix came out its so god,not suicide post
with my financial situation geting worse so does my mental health suicide is my plan z and i fel like i am about to reach plan z i think i should have just comited suicide at years old when i thought about it a lot now i grew up and i made my life worse,potential suicide post 
 every day becomes a disapointment for us americans that want our america back as it is to be l htps t co qrm xogjxl,potential suicide post 
rt i am suporting for this ,not suicide post
i am just tired of everything i wana die,potential suicide post 
rt how much anger must u be carying to treat a stranger who s life strugles batles you know nothing about so porly ,potential suicide post 
prays for his new job carer praise god i got a new job ,not suicide post
horay proud to have ben an ity bity droplet in this congratulations you htps t co ra xj owvf,not suicide post
rt release my body,potential suicide post 
rt i swear some you motherfuckers want people to be horible racist rapist homophobic pedophiles after they die and you gi ,potential suicide post 
me hapy birthday loving the foxy avatar pic as wel serious party plans for the big day ,not suicide post
i did something on the of october i overdosed i just felt so alone and horible i was in hospital for two days now when i walk down the halways of my schol they always lok at me weird and say i should take more pils and i hate it i have no one i have this voice in my head now and it wont go away and i cant be myself anymore thanks for reading,potential suicide post 
big law kiled my husband an open leter from a sidley partner s widow htps t co fm ocvjry suicide depresion shame,potential suicide post 
we can al have a fun ladies night anyone can join ,not suicide post
gues who wil die today that s me i m to tired of everything rn and i m to hurt ,potential suicide post 
i just wana bring up mac didn t die from cocaine mixed with fentanyl he literaly had a line shit ain t ben t htps t co wuelvuw co,potential suicide post 
watching tron oh my godnes genius stuf d the bike scene just flashed by,not suicide post
having sugar pufs for breakfast amp listening to mcfly what a great way to start my day,not suicide post
having slides again,not suicide post
canada rt i want to say il never be active again not quite sure i dont have any reason to be on here anymore anyways bye everyone t ,potential suicide post 
we are open again today from am til pm come in and se us,not suicide post
sory i kep mising u kd u don t ned to apoligise for nothing we al have bad days an what u are dealing htps t co aksxzhzot,potential suicide post 
bles ya fela,not suicide post
rt i never say my life is miserable my life is prety god not gona lie but what it sems to be a privileged life may n ,potential suicide post 
god routes here htp w bikely com maps bike path manly dam mountain bike track was today s ride laps ,not suicide post
this is painful and just the thought of losing another young person to suicide makes it extremely hard to se a fam htps t co ilnijt h,potential suicide post 
i loved you on chelsea lately ,not suicide post
mody wods is absolutely awesome,not suicide post
since we re talking abt him hey uh remember when yanderedev said intelectualy disabled people deserve to die p htps t co eokubuaym ,potential suicide post 
 oh that was great thanks i l pas it around ,not suicide post
omg serious why not it was shit im geting thursday of tho wat do you want to do i got a reply yeow ,not suicide post
you re such a swet daughter in law i hope it goes wel today ,not suicide post
oh i ve never ben to the alameda flea market must check it out thank you,not suicide post
col stuf ,not suicide post
i ve truly never ben hapier with my life i m rid of al the toxic people who brought me down and those htps t co g kbt lbtw,potential suicide post 
thats a big one ,not suicide post
was no reason for you to get baned k not right ronie stay baning folks that do nothing but try htps t co zijyqcpxoe,potential suicide post 
damn i realy do hate myself,potential suicide post 
night al just enjoyed a chat on conect mums check it out htp conect mums ning com ,not suicide post
rt world got the right path celebrating matri pitri pujan diwas started by bapuji serviceforhumanity,not suicide post
lol he makes a few god points i love the customers who bought crocs also bought hilarious ,not suicide post
ah i ned slep but cloverfield at am was worth it ,not suicide post
yeah i remembered reading about that i think someone else mentioned it there s stil rom in the market,not suicide post
i gotcha this is my fridge htp tinyurl com dxvmx not sure it s photographed wel though arg ,not suicide post
is glad she got changed times this morning xd its lovely amp suny,not suicide post
i wil probably kil myself before i have always ben depresed as long as i can remember sumers are beter but schol always makes it much worse i probably would have tried to kil myself last may if i had a car now i do last may was the worst its ever ben i transfered to an early colege program soi amtaking clases at the c instead of my shitas high schol ive only ben in schol for two weks and its progresing way faster than normal idk why i want to die nothing traumatic has hapened to me but i do i hate myself so much i wil probably co myself if this doesnt get beter son,potential suicide post 
 evening carlota not bad thanks a bit tired but that is normal rols eyes ,not suicide post
wel he was partialy right i do want him to get sick and die and i would dance on his grave may htps t co azporjuos,potential suicide post 
i am realy god tired but god,not suicide post
rt i m at the point of the semester where i m so tired of everything i just want to rol over and die ,potential suicide post 
today i almost kil myself because i almost hit by a bus thank alah ,not suicide post
my friends think i m weird because i watch the news al the time watching the news,not suicide post
i want to overdose on advil and benadryl and just end this i have enough to do the job i am realy tired of this shit i just want to give up,potential suicide post 
lololololol i hate how i trust people with ugly pictures of myself and then they break that trust like lol damn ok it be like that sometimes,potential suicide post 
hers my view from canada for what its worth more than half of you did or he wouldnt be president he treats his friends like shit everyone is now his enemy the usa has lost al respect from here we want tou to build the wal here cause we just dont trust you anymore ,potential suicide post 
i want you to explain yourself to me ,not suicide post
rt i am so jealous of this insane story i want to die htps t co rnqtfklh ,potential suicide post 
and such a beautiful if typicaly mac y web site to,not suicide post
im going to kil myself my art teacher just expanded the homework we neded to go by like fucking five times i tho htps t co byzgwbrfwb,potential suicide post 
that dalek is great,not suicide post
rt daughter was delighted to se this asistant refere today her hair is like mine can i be a refere ,not suicide post
mbape is not tired ,not suicide post
rt i agre it s awful and makes no sense regardles of his last mistakes he didn t deserve to die and mocking him ,potential suicide post 
rt the pentagon spent milions to prevent suicides but the suicide rate went up instead htps t co d bagvti h,potential suicide post 
man game of thrones is going to end next year and i l have to wait years for twow and ados to come out to get m htps t co livsvzc m,potential suicide post 
hi just joined and i think it s bril haha stil in bed couldn t be bothered geting up anyway bye ,not suicide post
thinking about kiling myself i got raped at years old by a drunk homeles man and who is trying to find where i live and i am now year old boy with no friends my gf dumped me everyone hates me my mom and dad hate me i got abused when i was kid i dont have any reason to live anymore i want to kil myself,potential suicide post 
rt wasn t the performance we wanted but delighted with a point we re stil unbeaten amp got the best gk in the world,not suicide post
in ny no flight delays thank godnes las vegas was memorable loved fob atl cs concert,not suicide post
is going to take a nap before going for bm tuition ,not suicide post
rt they figure me a dead motherfucker,potential suicide post 
isn t that swet of them altruism at it s finest ,not suicide post
htp twitpic com y ho edit my mod,not suicide post
she s so cute god luck with the museum thing lol,not suicide post
i think the ginger next dor are having a fight like a bad one i don t know what to do,not suicide post
want to kil him ,not suicide post
why is mankind afraid of death lately i am asking myself more often and often why do we fear death nowdays back in the midle ages for example of course you fear geting in hel and stupid shit like that but today even if it is completly painles why would you strugle to just end it al i myself am not suicidal i would say even if i think about it more than often to just quit go the pusy but easy way why should i strugle with life instead of going the easy route personaly i think its because mankind fears the unkown we dont know whats after death because none realy came back from actual death and reported about it like actual clinical dead but is is realy the only reason like i know i am not going to kil myself yet and it probably stays that way because i am just to much of a pusy to be a pusy if you get what i mean,potential suicide post 
i want everyone to fel my pain i am sick of everyone trying to hold me down and take advantage of mei amsick of always being second choicei amsick of being neglected feared and hated i want everyone to fel my wrath and my pain i am sick of hiding in the shadows and just taking it al i want everything they ever did to me to hapen to them and times over i hope they never get reliefi amsick of people and i am not afraid to admit it and it makes me sick to se so many hapy people with perfect lives they dont deserve it if i cant be hapy why should anyone else be,potential suicide post 
back home and finished diner just stoped by for a minute stil much to do tonight be back later,not suicide post
it is the piza place is standing rom only around dinertime they had a piza named after me the wo ,not suicide post
i m so fucking tired of depresion i woke up feling productive today now i don t want to do anything i fel shit htps t co hdyzoq x,potential suicide post 
i mean my life is miserable so i gues light at the end of the tunel,potential suicide post 
just working matey but i m of next wek,not suicide post
i am done my last post was how i am tired of living and the only god thing left in my life was my girlfriend but she just broke up with me and i fel so alone and hopeles i dont realy fel like going on i realy want to kil myself,potential suicide post 
eating as usual cant wait for pogo thursday night whop,not suicide post
and me to yay god morning ,not suicide post
wel god morning i think lol nothing like playing muscial chairs with where you slep ,not suicide post
thanks for the link to fastpitch ,not suicide post
 caugh caugh i am darth batman htp hex io kf most briliant crosover ever,not suicide post
why am i so weak that i cant kep up besides its not my new jobs fault thati amfeling this way so why should i punish them by going on a leaveim suposed to be beter than this at this pointi am so terified of taking stres leave that nowi amstarting to be convinced kiling myself is the only option my doctor has me on meds probably because i am crazy i dont know i dont have any friends either or a family suport net so dont with that friend shit and al i have is my boyfriend to talk to but this isnt his problem i wont sadle him with my weaknes i am a shit person i deserve this,potential suicide post 
i fel so lonely,potential suicide post 
i m almost caught up on himym i watched episodes with last night so god ,not suicide post
rt and a certain centurion s servant who was dear unto him was sick and ready to die luke jesus god bible,potential suicide post 
of to town now se you later,not suicide post
thank you for inspiring people to check out a great cause that they might not have otherwise known was out there,not suicide post
forgot she had a twiter amp is pleased to know more people have joined ,not suicide post
sis don t my life isnt how you think it is my life is a miserable ,potential suicide post 
ha nice a lot like love is on tv right now what a cute movie ,not suicide post
besties staying tonite ,not suicide post
rt damn this is hardcore i hate myself for preheating so many ovens against clear ap style htps t co uwn qf nt,potential suicide post 
hahas sucks to be you,not suicide post
thank you precious woman may you receive that and excedingly more than you could ever hope for or imagine ,not suicide post
the time has finaly come i am finaly ready to end it al after years of a sickening life i am ready to end it al i should have done it earlier but my life was al about coping i l die with depresion and as an involutary celibate thought of resorting to sex work before death but i have no motivation for that i l die in the city where i was born the bridge is meters tal so it should be enough to kil me if i fal on concrete godbye meaningles world,potential suicide post 
nothing to congratulate for it s just a task but thanks i don t work in the maemo group,not suicide post
i am so tired i just want to slep but i m afraid of what i might dream of i gues its just my own fault i gues that al of my problems are my own fault ive heard thats suposed to make me fel beter because it means i can work to get beter and change things it only makes me fel worse because i know i wont people wont care if i die i ve asked some at least then i could rest i wouldnt be tired i wouldnt be,potential suicide post 
i think my moment is coming it sems that the pieces of my life are already set it sems that fate so wants my mom wil leave the house for a while for her work sems to be my oportunity to be fre nobody cares if i die every day i get up and i think about suicide and how to cary it out i wish i had a gun i think i wil find a way to do it ive already lost everything i can not enjoy my music like before the girl i like is in love with someone else i have no friends and i never had a girlfriend that disgust of life maybe is beter leave this place,potential suicide post 
wow i just woke up and there s a bag next to my bed i hate alcohol wtf hapened tonight thanks everyone who came to my bday diner,not suicide post
oh pants i m hanging out with the old folks back in england defo b up when i get back tho,not suicide post
whoa i want some to,not suicide post
 totd faves time for bed have a god night day se you in the am if you faves time for bed htp ad vu c sh,not suicide post
i didn t want you to se the painting until it was done ,not suicide post
he was tired ,not suicide post
i m so tired of living pay check to pay check if any scamer wana dm please do ,potential suicide post 
y a i l go on a complete social media strike til i change myself completely i m about to unlearn al the fucked htps t co d bapj q c,potential suicide post 
 siting in the studio talking to danie be who is ignoring me as he is ading friends to his facebok that is until he reads this,not suicide post
this was a relationship she might want to pursue if he wasn t involved in something ilegal ,not suicide post
but the dip keps folowing me neh gat alwer stuk beter gelukig just one of those days ,not suicide post
instaling mebo at htp pkab wordpres com now you can talk with me when i am online ,not suicide post
my baby is tired ,not suicide post
done with the stres,not suicide post
rt my ultimate goal is to not end up like al the miserable people around me who setled in life and are perpetualy biter abou ,potential suicide post 
also do you own any designer clothes ,not suicide post
if you re tired of living for the st and th and you ned to do some imediately like when your regular deodora htps t co moekhs m,potential suicide post 
select the tile option it s a litle square towards the botom of the scren when you re changing the background,not suicide post
can t wait for friday i m coming to se the recording do you know who friday s guests are yet loking forward to it,not suicide post
god moro i had a dream that i was baned from gui,not suicide post
don t make a topic am sure you l get some replies son ,not suicide post
i want you to clean the dishes ,not suicide post
me when i finaly die after saying i want to die every single day htps t co zxwoexbqz,potential suicide post 
i r so tired but i supose thats what i get for procrastinating damn i hate having my ego tied up in grades i blame capitalism,not suicide post
bilie holiday i love this one t ain t nobody s busines if i do ,not suicide post
dont wory we l make the most out of it,not suicide post
wanted to kil her ,not suicide post
 mvrp yeah fuck it im loging out il maybe make another acount some other time and folow people i like but i realy dont want to be here anymore i dont enjoy the verse way to toxic ,potential suicide post 
why did i even come back i want to fucking die i m tired of everything,potential suicide post 
rt buying your girl weaves is love language on its own ,not suicide post
eating pre peled oranges to lazy to pel my own orange ,not suicide post
godmorning dude long time no se,not suicide post
you are being narow minded it s about the people who jsut htps t co gsj szmv,potential suicide post 
i thought i ve hated myself before but now i realy truly hate myself so god damn much ,potential suicide post 
welcome amp god to se you ,not suicide post
ah the shoe throwing tradition after pakistan and iraq now in india htp bit ly s lea,not suicide post
telin two of my bfl s to sign up here,not suicide post
thats right unc what a game ,not suicide post
mon i cant do this im a fucking wreck i havent touched a thing at work i have cried here since am but i dont want to leave because i have to go say godbye to someone i shouldnt be idk what to do with myself anymore,potential suicide post 
is up at am for no reason had a great day yesterday hopes today is just as god,not suicide post
survive but tired like shit what s the point of living,potential suicide post 
i hate myself sm i just wana die i don t deserve to live ,potential suicide post 
 thousands of dead children as he put it sigh ,potential suicide post 
i m tired of living tbh,potential suicide post 
damn i hate myself,potential suicide post 
nice pictures glad your having a god time ,not suicide post
don t quit twiter,not suicide post
rt learn the art of being alone and being hapy at the same time ,not suicide post
thanks for the help i have realized that now i ned you to make it work ,not suicide post
checking out virtual box loks quite nice,not suicide post
just woken up very pleased he won was it a god match ,not suicide post
somebody kil the evil version of me please ,potential suicide post 
heading home today for easter break my parents don t think i l be home til thursday so what a surprise ,not suicide post
rt it s a black diwali for al of us who failed to letavnilive while we reached out to ur ofice with evide ,potential suicide post 
i dont want to be here anymore,potential suicide post 
i m geting tired of people going through everything like literaly everytime i die its cuz someone goes my stuf,potential suicide post 
uh oh you re in trouble,not suicide post
won my first game of setlers and i didn t even realize i could have won the pound before haha,not suicide post
hey hey hey just joined twiter sounds like a nice thing,not suicide post
baby id try anything for the first time wi you ,not suicide post
ptsd and alcohol i had some extremely horible violent stuf hapen to me a few years ago i was nowi am i forgot about represed it or whatever for several years something unrelated one day made me remember everything it al came floding back into my mind and it was like i was reliving it al and felt like i was having a never ending panic atack for about days this buried trauma explained a lot about why my alcohol pornography cigarete usages were al insanely high to the point they fucked up my life and relationships with people close to me in signifigant waysi amafraid to talk about what hapened to anyone even people i trust like my family or a potential therapist due to extreme irational paranoia about the people involved finding out and hurting me again and sometimesi amjust completely consumed by negative horible thoughts and cant escape them i tried geting a sliding scale therapist a couple years ago and even t and gave up on the idea of therapy i dont know what to do i dont want to give up,potential suicide post 
no problem ,not suicide post
buying a gun tomorow since stores are closed i l spare you the details of my life since no one wil give a shit anywayi amjust done with everything nothing helps yes i am wel aware that i m not alone it doesnt make a shit of diference nothing can be done and i m sick of wasting life time money air as much as i love the people in my life they arent worth living with this shit nor are they of any help because they dont know what to do i tried knives but i cant bring myself to draw blod,potential suicide post 
there is only one seat at the church of jason my life my choice my belief my artistic expresion sory there htps t co cilcixuqk,potential suicide post 
heh heh but you cld use it for anything almost lol,not suicide post
sure just get that homework done while celebrating that poin htps t co oi x ztlgy,not suicide post
haha it was alright we ended up paying abt and yes i am coming to schol tmoro oh oli pod tday d,not suicide post
i m tired of lies and living in lies of people showing only the versions they want to show and of shows that people put on ,potential suicide post 
hapy birthday big guy kep up the god work,not suicide post
it s a nice piece of software inded,not suicide post
im exhausted to the point where i ned my peace ive gone as far as deciding i would die for it cut ties for it i htps t co nh rvwandg,potential suicide post 
rt you or the picture cus damn both be loking so god ,potential suicide post 
i m tired of strugling im tired of asking for help and mostly i m just tired of life it s not worth living anymore ,potential suicide post 
ok now i have tkts for nite fast and the furious hope is great after being sold out for the wekend ,not suicide post
bon courage pour magento ,not suicide post
i just want it to be healthy ,not suicide post
i hate myself more than anything in the world,potential suicide post 
but i m just a motherfucker that want to be dead,potential suicide post 
have you ben overdoing the wiliam gibson novels ,not suicide post
rt chers for more wonderful years with highlight hapy th aniversary guys celebrate highlight,not suicide post
i do think homies doing the right thing amp deserves every dolar he wil get stelers are sily for not paying him htps t co isos lckts,potential suicide post 
 omg thanks for replying to me you just made me so hapy please folow me i ve learnt so much from your blogs ,not suicide post
rt i ve ben ugly al my life ugh this is not fair i wana be cute for at least one era of my miserable life ,potential suicide post 
wala akong specific problem actualy i m just so drained and tired of everything i just wana die hahahaha,potential suicide post 
interesting a digital engagement pep god to know they re engaging with people at the coal face ,not suicide post
my g grandfather fought in w earning the military medal at la boisele then in the thought of fight htps t co gh ocmsz q,potential suicide post 
it s not nerd lisa it s retard remember special olympics i don t speak austrian that guy is breathtaking ,not suicide post
important metings hapening al over the ofice and i m not neded in any of them yes ,not suicide post
if i am not hapy by age i think its best that i just die i am years old i have had anxiety my entire life and depresion since i was and its goten worse and worse over the years ad misophonia to that and it makes life torture its especialy bad now because i dont know what the fucki am doing in life the only reason i have to live is for my friends and family and because i am to scared to die which is ironic because i wish i was dead most of the time or at least i wish i had never ben born but life is scary to anyway if things dont get beter in the next years then i fucking quit or maybe i l pusy out like the pathetic piece of shit coward i am i dont know,potential suicide post 
damn this is hardcore i hate myself for preheating so many ovens against clear ap style htps t co uwn qf nt,potential suicide post 
got baned in my boy clayster s chat by his thot gf for saying its sad how cod pros wake up at pm htps t co fjua dlc ,potential suicide post 
alrite thanx,not suicide post
you did not get mumps so thankfuly my life is spared wop,not suicide post
just wana fucking slep and never wake up ever again ,potential suicide post 
mesi is tired ,not suicide post
rt congratulations to joe cole on a briliant carer enjoy your retirement mate htps t co l lq r n,not suicide post
rt i just want to remind y al that without iris bary alen would be dead right now but she s useles right theflash ,potential suicide post 
interesting that i was just asking myself that same question ,not suicide post
pls don t bring this image to my mind i m not ready to die,potential suicide post 
i have home made brownies to ,not suicide post
hi chew is literaly the best fucking candy ever ,not suicide post
i don t think i can live with what he did to me i was sexualy abused for years and i can t take one more second of reliving the feling of his hands al over my body i would rather take my life than live with the guilt and shame that i fel over this i can t tel anyone what hapened to me i fel like i am going insane,potential suicide post 
love the new song and the chorus is real nice and catchy gud job who did the track and recording jordan ,not suicide post
i ended up in the hospital after suicide atempt and now my heart is mesed up they wont let me leave until i am medicaly stable and then i have to go to psych hospital but i am not sure it wil work,potential suicide post 
ergo my dreams would be crushed what would i do then work a dead end job for the rest of my life and let forms o htps t co qypihvqkmk,potential suicide post 
we are planing our first one this year eg hunt that is,not suicide post
quite bored realy on the phone to my baby x,not suicide post
rt it s al fun amp games until you re throwing up hotchetos htps t co wfnqhu va,not suicide post
an easter eg without the calories htp w etsy com view listing php listing id ,not suicide post
 yeah i ve sen his reply congrats dear you must be very hapy ,not suicide post
a beautifuly designed fuly acesible html website,not suicide post
 and mised my chance at love death cant come for me fast enough iq thats th percentile i also have a ms and ba from top ten schols cant figure this out somehow i am to old to atract someone i am atracted to and i am behind where a ivy graduate should be k at years old in a temp position its just not enough to make me worth something i am so tired of not being loved for who i am and envy the atention women get i dont think i wil ever be wanted like that just not god enough,potential suicide post 
me to it s gona be awesome ek one wek ,not suicide post
raikb is not tired of everything,not suicide post
feling very hapy with the giant box of chocolates that arived this morning easter is a wonderful but underated holiday,not suicide post
may th we couldn t wait any longer i was waiting for someone to ask lol,not suicide post
just got back from a sweltering morning covering cowboys preseason training and the air con in the ofice is broken htps t co eidvt ao h,potential suicide post 
fuck somebody come kil me please ,potential suicide post 
oh dear it s nearly bedtime at least i m sure tomorow wil be beter i have urge to hibernate but got work to do ,not suicide post
i just trimed it i l post photos son,not suicide post
realy why cal superman he can save you we ned ya ,not suicide post
hates the people on facebok trying to convince jp to get an iphone ,not suicide post
we ned to give a big huge masive shout out to for his scraper expertise and amazing inteligence htps t co ltqi bol,not suicide post
decently functional i m at work today ,not suicide post
i m leaving forever if you l mis me whatever,potential suicide post 
working like crazy,not suicide post
more deinstalation fun wielding power drils amp being in love with my spreadshet organization,not suicide post
just bought new reads the ten comandments for busines failure and more softies new friends for you to sew and crochet,not suicide post
i don t care who fuck with me at the end of the day i came in this world alone im gon die alone with that being sai htps t co cuqdomxwlv,potential suicide post 
why do you raid drs ofices when you know that ilegal fentanyl thru mail is kiling people people are in s htps t co q vmw xjiq,potential suicide post 
i am going to kil myself tonight i am a lesbian grad student at a conservative big name schol in america my life up until now has ben shit i am lonely girls only want to use me for sex i dont fel loved by friends ive ben strugling to find a disertation lab i invented something for a profesor in undergrad but now shes stealing it and giving me no credit i want to make sure i do it the right way so that i am gone i am just fucking tired of not feling valued,potential suicide post 
hi hi,not suicide post
ugh was that chinese or english ,not suicide post
lol the conbrainer store thats cute,not suicide post
want to kil her ,not suicide post
she is tired ,not suicide post
buy an mac yay,not suicide post
yes i would pay more to to fly on in a childfre section,not suicide post
always fucking stresing and its not god day by day i just fel like im going to fucking lose it and do it you wouldnt care tho because im worthles to you,potential suicide post 
i am going to so ken come on june ,not suicide post
today i almost kil myself because i almost hit by a truck thank god ,not suicide post
lots and many i ilegaly downloaded them h but then lost them al so now i only haz whatev ones toz emails me why ,not suicide post
god morning twetervile loking forward to your twets today make it an awesome day ,not suicide post
not everything ,not suicide post
cokie dough is like hey don t eat me raw i could make you sick not realizing that i ve ben ready to die for things i liked les ,potential suicide post 
i dont fel right i used to have goals and things that i loked forward to but every day that pases i fel worse and worse and i just want it to end already,potential suicide post 
i just want to get my as done i m tired of living this life,potential suicide post 
about me and im serious about that if i were to ever i dont think i have the guts sadly do suicide i wouldnt lea htps t co bcfeagzl ,potential suicide post 
watch out for the pm brick wal that jumps out at you once the cafeine rush ends,not suicide post
i am a thousand percent done with protocols and everything else i am tired of explaining and giving further back htps t co i b quf f,potential suicide post 
rt sometimes in life amp love situations in order to move ahead we just have to give ourselves over to being vulnerable amp,not suicide post
htp tr im imng just made a new fluid icon for use with,not suicide post
managed to fix broken mos in min and save demo wel done spbpuk,not suicide post
lol you and me both grumpy and biter ,not suicide post
your imaginary girlfriend wants an nft for xmas what you buying them ,not suicide post
wants something to eat but cant decide what to have shortstack were on home and away and hi tori,not suicide post
rt hapy th birthday aden alaina was excited to come to your birthday party but as you said budy she lives in your h ,not suicide post
htp twitpic com yf y me and my boyfriend tom on my birthday night out,not suicide post
wait i take this back i fucking hate living in markham and i want to actualy kil myself damn,potential suicide post 
becaus honestly you did nothing wrong i dont know what the fuck is wrong with me sia i fel worthles you gave htps t co riuadu mp,potential suicide post 
rt your hardest times often lead to the greatest moments of your life kep the faith it wil al be worth in the end ,not suicide post
so this goes wel to show the average american trying to retire wil die hungry and alone ,potential suicide post 
rt naming laws after dead children is a cynical ploy if you don t suport this law you must want more kids to die just li ,potential suicide post 
how weird yesterday i was thinking i realy wanted to listen to christmas songs not so strange i think ,not suicide post
i saw der in the backyard from my bedrom window this morning,not suicide post
rt everyone s fighting about this but wil is dead and wesa s kids are dead and jem s going to die one day along with jesa s ,potential suicide post 
rt one day il kil myself and my suicide note wil just be some shit like my arms are kinda chuby bye ,potential suicide post 
i geting tired of living the same day every single day,potential suicide post 
uh oh i take it someone cant spel your name im a katie and hate it when people put katy x,not suicide post
right then nsb archive done and dusted ape acounts up to date freland winer sorted haha now to do some real work,not suicide post
wants to be stimulated already,not suicide post
thanks for the ofer ,not suicide post
rt speakyourselfsg i ve always hated my life i ve always felt like there s nothing to live for but bts has helped me ,potential suicide post 
rt im tired of everything that is going on in my life,potential suicide post 
they droped these fucking teasers when i was in clas yeah they want me to die right htps t co nbjotshmuw,potential suicide post 
i am a failure a loser i m a waste of life and i want it to be over we can finaly close this pathetic story the only concern i have is debt i cant leave my family with that,potential suicide post 
geting my english done ah cant wait til holidays,not suicide post
tyson smels like cokies ,not suicide post
waiting for the train so i can go to elen s and have fish pie for dinz i have ben waiting for this moment al my life,not suicide post
new york please,not suicide post
i m so tired of living and colege i just wana drop out and work somewhere far away from everyone htps t co dq riuxtbv,potential suicide post 
every damn day i hate myself htps t co efhjyxcdu ,potential suicide post 
i sure wil ,not suicide post
w youtube com titomi watch the videos coment amp suscribe amp folow me chers x,not suicide post
thats a kiling smile i m flatered ,not suicide post
people say they fel expresionistic i ve never heard them say pointalistic,not suicide post
misery loves company,not suicide post
i m learning to twiter beats doing the taxes,not suicide post
fucking end my life,potential suicide post 
saw it smetime back blody creative it is,not suicide post
rt congratulations to everyone who bought a wiretap so they could buy stuf more easily htps t co szrv q q y,not suicide post
not tired of everything ,not suicide post
i want to be able to focus on solving this problem not worying about what might be said or done to you ,not suicide post
sex dreams are my least favorite dreams like they re always weird and apear out of nowhere and then you think its htps t co fdkawfjwe,potential suicide post 
you guys should lok into a cube or edh it s fun xion as in kingdomhearts from your profile pic there s some resemblance ,not suicide post
 im going to fucking kil myself cuz i have no purpose on this earth cuz everything i wana do in this life has be htps t co inr vubcx,potential suicide post 
i swear it doesn t mater what time i go to slep my body forever wakes up tired,potential suicide post 
he was not tired ,not suicide post
watching elen show ,not suicide post
abdul is tired now ,not suicide post
suport for making the world beter place,not suicide post
cafeinated and hapy,not suicide post
i am geting close and i am not sure what to do anymore i have ben realy strugeling for about month now i broke up with someone who i loved very much i first turned to drinking and drugs to ease the pain but i got quite suicidal it got so bad i had to make some major changes in my life or i didnt think i was going to make it i have done absolutely everything i can to pick myself up therapy psychiatrist lexapro quit drinking quit smoking started working out started eating right started traveling focused on work and even started hobies despite al this somet it fels like nothing is helping i can barely get out of bed most daysi amon the verge of tears every day it is dificult to do anthing its even hard to write this post i dont know what to do anymore i wake up everyday feling like i am being tortured its ben months and it is driving me nuts feling like i cant escape i could realy use some words of wisdom right now,potential suicide post 
i could but then there would be to much people around admiring me can you send me the adres of that cava bar please ,not suicide post
hb ,not suicide post
i quit i kep grinding but stil fucking suck i no life something and i stil fucking suck i m never gona get i htps t co myx lvgt,potential suicide post 
i m tired of you htps t co cap t sf ,potential suicide post 
i have chorus today that makes me hapy,not suicide post
i want to kil her ,not suicide post
i was prety sure that you were checking new twets on your iphone during the meting,not suicide post
i fucking mis you but you re probably beter of without me ,potential suicide post 
hehe thanks ,not suicide post
jon stewart loves twiter htp w thedailyshow com video index jhtml videoid amp title twiter frenzy,not suicide post
a father whose daughter comited suicide saying canabis is very very dangerous is an instr htps t co igiybvxzd,potential suicide post 
usa melaynalokosky hi i know you are scrambling to escape with no time to even save your pets or family heirloms lest you burn alive i know entire towns have burned to the ground and hundreds of thousands are homeles evacues but please take some time to let me know how to help,potential suicide post 
rt transfact sadly around of transgender people who were bulied at schol have thought about or atempted suicide this ne ,potential suicide post 
i ned a diferent job if he is gona chat al night he s cute so i l get over it,not suicide post
jordan hapy birthday enjoy the day and party a lot ,not suicide post
thanks for the photo,not suicide post
 rt life is hard i never thought i d come onto social media to vent talk about my felings but man my life sucks i dont want ate ,potential suicide post 
just broke in xbox achievements,not suicide post
i play hockey ive goten penalties like that dead play or not you cant go i htps t co j vcmvoe ,potential suicide post 
 why the fuck would they put daniel is in a match against brock do they want him to die on sunday ,potential suicide post 
sure but would i be a rebel for not waiting til folow friday haha,not suicide post
a day researching prices for a bufet mrs cm is doing on friday heard yesterday that the deal for our new shop is finaly progresing,not suicide post
gime that m we l take a tour to the uk and i l show you al the people you ned,not suicide post
is working on her listography htp plurk com p n g,not suicide post
do i have to tel lol,not suicide post
short stack on home and away,not suicide post
i m going to buy my slam dunk ticket today,not suicide post
